transacted,created,id,code_1,code_2,code_3,code_4,code_5,amount,qauntity,price,tax,value
2023-01-01 04:34:12,2023-01-01 05:54:12,1,831016349-5,643140610-9,012408874-0,368668860-3,170792606-9,85.2457,182,85.3117,3.356426,9404.625119
2023-01-01 04:34:12,2023-01-01 05:54:12,2,352385634-5,443357685-9,679150081-6,994691022-5,085988907-6,19.3609,222,18.6235,6.086967,7581.743149
2023-01-01 04:34:12,2023-01-01 05:54:12,3,161143059-3,014379894-4,440474537-0,432878270-3,987944923-1,30.8419,479,12.6482,2.749201,7088.64965
2023-01-01 04:34:12,2023-01-01 05:54:12,4,139675337-0,271583400-4,443954977-2,708666122-8,073694268-8,64.9816,277,54.9301,1.275129,4111.871823
2023-01-01 04:34:12,2023-01-01 05:54:12,5,891398477-6,823449238-1,948762471-6,061163608-5,571315626-5,98.354,158,54.0682,8.491869,5325.815679
2023-01-01 04:34:12,2023-01-01 05:54:12,6,177156311-7,470965196-5,875091559-2,140640412-8,768686191-0,1.5345,4,49.0535,1.223922,4204.835431
2023-01-01 04:34:12,2023-01-01 05:54:12,7,147160689-9,846158344-2,972017718-7,206153811-8,191942553-5,70.9418,289,33.7956,7.568083,1045.632462
2023-01-01 04:34:12,2023-01-01 05:54:12,8,951933588-9,288093644-6,052338764-4,002189529-5,928265925-9,7.0013,18,6.6026,1.448761,8328.84955
2023-01-01 04:34:12,2023-01-01 05:54:12,9,350981868-7,816928541-0,203708598-2,079890095-4,370947453-1,21.739,444,33.9305,1.622142,8503.239118
2023-01-01 04:34:12,2023-01-01 05:54:12,10,557619883-2,535709983-9,982934866-0,977723406-6,783950592-9,41.8756,134,50.8216,6.801046,9633.739183
2023-01-01 04:34:12,2023-01-01 05:54:12,11,274927167-3,119570650-2,814105559-3,117497795-7,324783623-3,44.5573,81,22.1486,6.149374,8944.880653
2023-01-01 04:34:12,2023-01-01 05:54:12,12,688251083-0,297064509-2,899946452-0,395013602-9,149164508-3,28.4189,436,50.1239,7.145898,7172.300115
2023-01-01 04:34:12,2023-01-01 05:54:12,13,656684944-0,267161185-4,036389464-0,023012256-6,989988643-2,36.6608,64,15.0171,8.21418,7806.549027
2023-01-01 04:34:12,2023-01-01 05:54:12,14,916808029-8,541573420-1,490868809-5,459653574-4,346820671-2,49.018,83,92.4691,4.206753,1062.495629
2023-01-01 04:34:12,2023-01-01 05:54:12,15,721892672-X,353411949-5,908670277-5,735153023-8,135645316-3,2.499,391,98.7585,8.172932,9588.829045
2023-01-01 04:34:12,2023-01-01 05:54:12,16,097025582-9,798784615-5,435773837-7,021318779-5,385314528-0,63.612,289,16.523,7.624097,2442.47529
2023-01-01 04:34:12,2023-01-01 05:54:12,17,927074177-X,705739309-1,332464644-8,441981581-7,793578686-0,72.2223,428,27.2584,7.622332,1950.889363
2023-01-01 04:34:12,2023-01-01 05:54:12,18,456255452-5,872501246-0,596283551-4,274069687-6,419241204-7,12.7585,73,76.74,5.045722,3550.13883
2023-01-01 04:34:12,2023-01-01 05:54:12,19,633899609-0,263945253-3,542241035-1,104710232-3,019457387-7,76.0035,53,42.2055,2.329477,1096.787027
2023-01-01 04:34:12,2023-01-01 05:54:12,20,615029676-8,765399861-5,993976921-0,718586432-1,989375958-7,3.7897,381,14.6215,6.827743,3784.697081
2023-01-01 04:34:12,2023-01-01 05:54:12,21,478449542-8,429997551-0,196553884-3,132391153-7,422310089-0,93.3813,229,11.3783,9.090026,2213.060376
2023-01-01 04:34:12,2023-01-01 05:54:12,22,656026217-0,828195130-3,149151242-3,295246426-X,592750512-0,23.7912,65,77.1139,3.22723,1358.149375
2023-01-01 04:34:12,2023-01-01 05:54:12,23,211907700-2,048490545-7,967363744-X,883371659-7,685615582-4,98.5427,73,11.1359,7.654845,6172.3274
2023-01-01 04:34:12,2023-01-01 05:54:12,24,173004221-X,598242418-8,105742981-3,418791061-1,590506987-5,23.4348,161,76.4755,6.346817,4723.812112
2023-01-01 04:34:12,2023-01-01 05:54:12,25,985573962-0,371168804-7,107256765-2,486421480-8,510023897-6,81.6527,435,90.8707,3.315831,9540.713002
2023-01-01 04:34:12,2023-01-01 05:54:12,26,773328722-7,598681879-2,145698880-8,835969298-X,188836169-7,99.3538,22,68.5676,8.080918,3975.739018
2023-01-01 04:34:12,2023-01-01 05:54:12,27,212945300-7,450109595-4,768880175-3,238400818-8,760842541-5,50.5969,331,41.6447,4.226432,5020.101647
2023-01-01 04:34:12,2023-01-01 05:54:12,28,629141593-3,569592003-5,154455184-3,084156257-1,410877887-1,14.0799,140,70.5624,4.813833,5371.368282
2023-01-01 04:34:12,2023-01-01 05:54:12,29,323053857-9,429228410-5,642977008-7,704085248-9,333487113-4,52.2719,272,85.4338,9.25781,4742.10285
2023-01-01 04:34:12,2023-01-01 05:54:12,30,100254114-X,927674506-8,590422371-4,746385396-9,654551196-3,1.9361,52,99.2323,7.077478,3553.934861
2023-01-01 04:34:12,2023-01-01 05:54:12,31,405517012-2,044534688-4,350814045-8,570266758-1,930027435-X,19.1475,50,59.4238,5.919738,6064.817441
2023-01-01 04:34:12,2023-01-01 05:54:12,32,075961756-2,787851749-5,258879230-8,913996122-2,244804189-X,84.4817,408,70.0221,6.990679,7680.912519
2023-01-01 04:34:12,2023-01-01 05:54:12,33,604933139-1,449431686-5,928550333-0,884057641-X,690985325-3,15.8503,343,19.0811,2.632512,5132.771035
2023-01-01 04:34:12,2023-01-01 05:54:12,34,372255858-1,779924593-X,607147342-X,793167497-9,449437721-X,38.8007,434,74.8933,4.022944,3662.623903
2023-01-01 04:34:12,2023-01-01 05:54:12,35,923384112-X,784925716-2,390720202-3,232102675-8,815128288-6,80.5689,373,60.0358,9.364205,8014.004412
2023-01-01 04:34:12,2023-01-01 05:54:12,36,610701444-6,310584497-X,245510888-0,170484222-0,772027821-6,79.611,407,14.252,6.688073,8386.89463
2023-01-01 04:34:12,2023-01-01 05:54:12,37,751707163-7,829973438-X,660726995-8,971250218-X,652276537-3,72.6559,18,74.2741,4.974289,2861.374868
2023-01-01 04:34:12,2023-01-01 05:54:12,38,076665666-7,298940584-4,305392708-X,659297596-2,584595289-1,99.5604,212,75.668,3.160151,6423.693145
2023-01-01 04:34:12,2023-01-01 05:54:12,39,320108756-4,384224495-9,352175001-9,320942431-4,032231041-5,19.0006,157,73.8435,8.483837,1044.7326
2023-01-01 04:34:12,2023-01-01 05:54:12,40,645409100-7,027927654-0,355269413-7,752775897-X,703851848-8,10.3738,21,93.5875,1.468887,1184.491081
2023-01-01 04:34:12,2023-01-01 05:54:12,41,099140234-0,009227854-X,122927577-0,648162156-9,622546063-2,27.4977,117,20.9961,3.156231,2794.924335
2023-01-01 04:34:12,2023-01-01 05:54:12,42,997898660-X,879594270-X,319504176-6,306101000-9,789723928-4,3.8163,314,13.5176,3.849646,3974.154595
2023-01-01 04:34:12,2023-01-01 05:54:12,43,459555285-8,895716063-9,363947573-9,572744610-4,881744563-0,78.6564,429,80.5986,3.048433,7456.774453
2023-01-01 04:34:12,2023-01-01 05:54:12,44,713873651-7,534233814-X,273547206-X,248025424-0,352969111-9,45.4908,251,12.6568,5.243182,5791.922175
2023-01-01 04:34:12,2023-01-01 05:54:12,45,567846927-4,448118825-1,672051967-0,576504821-8,405553172-9,13.5033,329,68.567,9.615122,8162.291432
2023-01-01 04:34:12,2023-01-01 05:54:12,46,559395130-6,170501387-2,358744540-0,826355663-5,256862537-6,47.1562,58,10.5081,4.42932,1169.49594
2023-01-01 04:34:12,2023-01-01 05:54:12,47,325096629-0,528231282-4,887341989-5,061379558-X,161878025-5,32.3766,56,93.0305,5.151575,3563.293228
2023-01-01 04:34:12,2023-01-01 05:54:12,48,604073011-0,099341893-7,281870105-8,799877002-3,474752184-4,42.9351,194,78.8759,7.966192,7570.328563
2023-01-01 04:34:12,2023-01-01 05:54:12,49,945864805-X,053933492-8,465637442-3,545262711-1,774594370-1,46.2576,488,55.8472,4.886149,9678.063228
2023-01-01 04:34:12,2023-01-01 05:54:12,50,749611636-X,856352077-6,180797223-2,352416670-9,525918130-1,54.9083,16,78.2301,2.044295,9233.940478
2023-01-01 04:34:12,2023-01-01 05:54:12,51,933285538-2,033691670-1,701912273-6,991717079-0,790398311-3,61.7503,34,24.5137,4.613615,3589.079538
2023-01-01 04:34:12,2023-01-01 05:54:12,52,362382229-9,797429016-1,210997805-8,362976929-2,004552831-4,19.9948,113,4.4325,9.670207,4659.876684
2023-01-01 04:34:12,2023-01-01 05:54:12,53,537103802-7,024978694-X,660491375-9,609580388-8,290840724-8,81.7938,208,18.2425,4.77843,5738.436459
2023-01-01 04:34:12,2023-01-01 05:54:12,54,282172919-7,341111946-2,985875994-0,931897498-1,509297589-X,94.7229,287,3.0786,9.761696,4247.462355
2023-01-01 04:34:12,2023-01-01 05:54:12,55,162102368-0,617296759-2,363901438-3,816959331-X,017193779-1,34.462,299,14.3078,1.794774,3210.17931
2023-01-01 04:34:12,2023-01-01 05:54:12,56,426065164-1,424445305-9,062019857-5,957402294-3,281084736-3,8.7161,19,87.6179,7.869226,4441.325439
2023-01-01 04:34:12,2023-01-01 05:54:12,57,636750734-5,414780055-6,152147746-9,302883403-0,514821410-4,87.5533,351,98.4562,2.456078,6082.698344
2023-01-01 04:34:12,2023-01-01 05:54:12,58,308758541-6,926456909-X,668869233-3,588584933-1,863880694-9,1.689,256,40.6793,3.929644,4095.26657
2023-01-01 04:34:12,2023-01-01 05:54:12,59,882187171-1,592487163-0,025297835-8,535782894-6,824760176-1,51.9186,330,75.1022,2.498647,3479.300452
2023-01-01 04:34:12,2023-01-01 05:54:12,60,816087735-8,329500585-0,672251611-3,078314402-4,483630554-3,16.0577,290,57.3276,5.888721,2200.613751
2023-01-01 04:34:12,2023-01-01 05:54:12,61,141691713-6,402939357-8,828919300-9,807992920-3,527517292-3,71.4481,180,66.6209,1.733825,9132.335709
2023-01-01 04:34:12,2023-01-01 05:54:12,62,916403901-3,412949571-2,394526369-7,769515480-6,436943904-3,80.6774,75,27.9512,9.207873,6732.721434
2023-01-01 04:34:12,2023-01-01 05:54:12,63,786919310-0,376367268-0,444803150-0,423738441-1,675112816-9,61.7104,298,15.7178,5.684181,3875.61713
2023-01-01 04:34:12,2023-01-01 05:54:12,64,640380451-0,923190249-0,123099544-7,656603743-8,556972017-0,91.9149,416,99.8927,6.9161,8037.674371
2023-01-01 04:34:12,2023-01-01 05:54:12,65,172297833-3,911769071-4,790484145-2,983472831-X,255422470-6,92.014,25,82.7843,4.159891,2794.274787
2023-01-01 04:34:12,2023-01-01 05:54:12,66,754293817-7,148533285-0,036134978-5,939854345-1,068913263-8,68.6756,404,93.0719,4.469642,1115.401136
2023-01-01 04:34:12,2023-01-01 05:54:12,67,408979377-7,907661607-8,252412496-7,424779425-6,321514653-3,96.4901,122,49.4041,5.767882,9294.914865
2023-01-01 04:34:12,2023-01-01 05:54:12,68,956330880-8,809018489-8,599435815-0,258964785-9,198304254-4,60.6204,339,11.6229,9.484082,3771.394884
2023-01-01 04:34:12,2023-01-01 05:54:12,69,980198527-5,318117776-8,209647089-7,755429548-9,048429213-7,7.817,74,86.85,2.105141,2977.226009
2023-01-01 04:34:12,2023-01-01 05:54:12,70,088150405-X,471776263-0,981013656-0,420603343-9,332652399-8,30.0956,34,52.6088,9.366444,1296.817381
2023-01-01 04:34:12,2023-01-01 05:54:12,71,338811462-5,593789566-5,055402260-5,297700952-3,306999966-2,1.4661,165,85.5456,9.574208,2335.387731
2023-01-01 04:34:12,2023-01-01 05:54:12,72,468273334-6,962121310-X,073765564-X,165081869-6,233022880-5,64.5307,369,67.2397,3.668741,2052.821112
2023-01-01 04:34:12,2023-01-01 05:54:12,73,955181432-0,701920562-3,448108272-0,700540077-1,160841955-X,16.9938,137,37.0218,6.541733,1199.521598
2023-01-01 04:34:12,2023-01-01 05:54:12,74,034152521-9,178008847-7,201059551-3,207608621-8,852371292-5,69.1351,500,53.9489,4.515776,9397.662192
2023-01-01 04:34:12,2023-01-01 05:54:12,75,292243894-5,253505640-2,425382841-8,946485253-4,231067997-6,68.3374,479,20.3098,9.573241,1463.147892
2023-01-01 04:34:12,2023-01-01 05:54:12,76,175696369-X,552912288-4,669679350-X,628350634-8,455868321-9,37.9857,327,66.2538,5.554088,7676.736905
2023-01-01 04:34:12,2023-01-01 05:54:12,77,437409503-9,539939277-1,680325743-6,007750359-7,975911475-5,97.3394,229,5.4107,5.899565,8989.216076
2023-01-01 04:34:12,2023-01-01 05:54:12,78,067296949-1,447269308-9,842284381-1,789881904-7,789764650-5,52.5748,432,67.5544,7.967846,6630.4332
2023-01-01 04:34:12,2023-01-01 05:54:12,79,006767135-7,864716890-9,906105311-0,137942647-2,405851300-4,49.0826,232,78.556,8.084044,8362.779046
2023-01-01 04:34:12,2023-01-01 05:54:12,80,309589802-9,252732040-6,258212007-3,578470621-7,904646372-9,32.5846,1,26.8236,7.907267,9634.723837
2023-01-01 04:34:12,2023-01-01 05:54:12,81,942412604-2,367478247-2,327550662-5,116250726-8,048401260-6,9.0467,182,15.9004,5.979605,5153.503957
2023-01-01 04:34:12,2023-01-01 05:54:12,82,558677778-9,604746046-1,317162995-X,124633000-8,649533901-1,47.3236,356,86.7914,4.003307,4064.800381
2023-01-01 04:34:12,2023-01-01 05:54:12,83,027080915-5,674073574-3,126433996-8,728331876-3,623444960-3,61.5713,118,86.3621,6.703285,4790.541198
2023-01-01 04:34:12,2023-01-01 05:54:12,84,440027752-6,092775266-2,679320172-7,088913728-5,939155712-0,36.9737,288,19.6274,9.47427,8816.905396
2023-01-01 04:34:12,2023-01-01 05:54:12,85,861814568-8,114163648-4,588616366-2,255296613-6,219013271-1,83.1102,473,24.4718,1.752131,2998.949712
2023-01-01 04:34:12,2023-01-01 05:54:12,86,225014436-2,970995508-X,842166054-3,459971286-8,282724308-3,87.5003,318,11.3764,9.254323,5871.202345
2023-01-01 04:34:12,2023-01-01 05:54:12,87,418318671-4,916898349-2,897208750-5,236522565-9,731199668-6,40.6742,108,73.9103,8.061286,7606.34319
2023-01-01 04:34:12,2023-01-01 05:54:12,88,666481088-3,905745675-3,068051111-3,375945970-6,433763730-3,81.8596,381,48.7546,4.440086,7430.731292
2023-01-01 04:34:12,2023-01-01 05:54:12,89,314729253-3,421055712-9,820401204-7,352089745-8,028242372-9,69.7931,281,61.1991,8.89737,6463.028617
2023-01-01 04:34:12,2023-01-01 05:54:12,90,944769952-9,544355144-2,480527569-3,086111403-5,830117880-9,51.0051,163,61.5526,7.376722,7131.812883
2023-01-01 04:34:12,2023-01-01 05:54:12,91,291201402-6,333601770-X,182385807-4,996357302-9,267766183-7,14.8661,176,66.5945,3.678545,3098.123143
2023-01-01 04:34:12,2023-01-01 05:54:12,92,908176930-8,665785313-0,094912116-9,108051962-9,497346693-X,58.454,261,75.4013,9.477555,3435.13839
2023-01-01 04:34:12,2023-01-01 05:54:12,93,411535343-0,204589780-X,455423246-8,021840066-7,631531777-4,83.6576,247,53.5865,4.874267,3308.100264
2023-01-01 04:34:12,2023-01-01 05:54:12,94,253252555-X,837016100-6,621382211-9,913780749-8,298651180-5,46.9197,137,65.5301,9.53979,4720.659091
2023-01-01 04:34:12,2023-01-01 05:54:12,95,429762694-2,997399837-5,003826832-9,979288462-9,286738336-6,5.5719,360,33.5834,1.801268,1180.699175
2023-01-01 04:34:12,2023-01-01 05:54:12,96,214797762-4,321537727-6,610139125-6,355216403-0,985845220-9,63.343,201,80.7328,9.28892,7094.325744
2023-01-01 04:34:12,2023-01-01 05:54:12,97,861063118-4,181995195-2,400873913-0,126406255-9,873215488-7,15.3563,23,7.6114,6.01055,6704.175758
2023-01-01 04:34:12,2023-01-01 05:54:12,98,033300555-4,414340330-7,294515853-1,751343091-8,917575596-3,86.7045,31,61.4933,6.877553,9434.343606
2023-01-01 04:34:12,2023-01-01 05:54:12,99,373205490-X,329701512-8,194934455-X,109079557-2,178201164-1,7.2678,13,93.1869,7.040263,7609.459388
2023-01-01 04:34:12,2023-01-01 05:54:12,100,414355607-3,394929350-7,297017508-8,259656053-4,302359571-2,17.5552,273,32.7514,5.077325,8930.561239
