transacted,created,id,code_1,code_2,code_3,code_4,code_5,amount,qauntity,price,tax,value
2023-01-03 06:34:12,2023-01-03 07:45:12,1,454717424-5,840750771-7,299291952-7,333027126-4,440403014-2,30.8684,402,29.7578,4.233352,1123.421171
2023-01-03 06:34:12,2023-01-03 07:45:12,2,030482131-4,959717082-5,298368204-8,660936725-6,452899913-7,6.5299,155,77.1084,6.280733,1424.295323
2023-01-03 06:34:12,2023-01-03 07:45:12,3,273926269-8,174232644-7,904403114-7,477556752-7,086987844-1,97.5245,290,51.9056,1.081093,4631.044143
2023-01-03 06:34:12,2023-01-03 07:45:12,4,134207123-9,526514128-6,076577175-6,657593606-7,375026471-6,65.6629,242,75.2801,2.370449,6138.551192
2023-01-03 06:34:12,2023-01-03 07:45:12,5,160434340-0,159423107-9,518428462-1,840593502-9,801780934-4,65.1924,463,51.4259,1.340238,8971.962902
2023-01-03 06:34:12,2023-01-03 07:45:12,6,908227015-3,578187863-7,210936978-7,913758626-2,441494383-3,19.3426,292,72.8966,7.438234,9658.946494
2023-01-03 06:34:12,2023-01-03 07:45:12,7,708529337-3,444858381-3,086542258-3,809699348-8,091492544-X,75.6029,108,87.7031,9.181764,7181.802045
2023-01-03 06:34:12,2023-01-03 07:45:12,8,158550110-7,047145015-4,311394277-2,622746320-5,040054193-9,76.0992,68,49.6359,8.645495,7671.334567
2023-01-03 06:34:12,2023-01-03 07:45:12,9,966434785-X,066156483-5,542142109-0,387059339-3,935781488-4,87.3781,288,68.5605,6.530993,2490.35384
2023-01-03 06:34:12,2023-01-03 07:45:12,10,452873210-6,351344834-1,426929395-0,593174754-0,633076309-7,24.9566,464,45.8826,1.657149,3857.483387
2023-01-03 06:34:12,2023-01-03 07:45:12,11,247316968-3,205861064-4,465290509-2,522644046-4,517412175-4,19.3768,268,55.5119,1.327358,3213.884895
2023-01-03 06:34:12,2023-01-03 07:45:12,12,950630991-4,238432652-X,880421004-4,047420109-0,817928838-2,74.076,250,14.1211,8.723491,6283.79393
2023-01-03 06:34:12,2023-01-03 07:45:12,13,850215418-4,892025308-0,278184720-8,061262605-9,161615532-9,10.5122,329,74.1845,7.381771,2204.04607
2023-01-03 06:34:12,2023-01-03 07:45:12,14,298172390-1,730873085-9,063433356-9,866762831-X,592641654-X,40.4233,325,71.6721,6.652594,3704.665429
2023-01-03 06:34:12,2023-01-03 07:45:12,15,525228483-0,511073241-8,392635781-9,445885700-2,996973351-6,74.0973,440,37.8631,7.13977,6859.884778
2023-01-03 06:34:12,2023-01-03 07:45:12,16,332298379-X,523393624-0,217589119-4,947428140-8,895236301-9,27.2409,170,41.797,9.509748,6349.869837
2023-01-03 06:34:12,2023-01-03 07:45:12,17,605643814-7,054829763-0,038737437-X,343680766-4,231120196-4,77.3528,340,29.9897,2.821418,4414.664597
2023-01-03 06:34:12,2023-01-03 07:45:12,18,302161451-5,859281596-7,555253844-7,781440988-8,320320494-0,40.4875,9,2.1746,3.779149,9734.105117
2023-01-03 06:34:12,2023-01-03 07:45:12,19,194049691-8,314808984-7,103737037-6,217886436-8,642809923-3,40.5747,495,77.2139,8.339878,2270.976169
2023-01-03 06:34:12,2023-01-03 07:45:12,20,694834465-8,447661817-0,612399143-4,516556093-7,722150747-3,94.7425,405,75.162,5.813556,1982.694039
2023-01-03 06:34:12,2023-01-03 07:45:12,21,494677130-1,339398379-2,488594245-4,447018533-7,868277677-4,65.0691,336,90.4597,3.087343,7583.580899
2023-01-03 06:34:12,2023-01-03 07:45:12,22,926402554-5,176055617-3,797118658-4,310018372-X,545679076-9,37.9913,257,79.8493,1.38649,4699.456767
2023-01-03 06:34:12,2023-01-03 07:45:12,23,711984653-1,392090399-4,076552097-4,817332024-1,210691627-2,12.7091,416,31.6245,2.850747,8190.274743
2023-01-03 06:34:12,2023-01-03 07:45:12,24,321842141-1,189112754-3,667698470-9,648719722-X,907728464-8,43.6727,335,97.2001,8.878872,2445.259708
2023-01-03 06:34:12,2023-01-03 07:45:12,25,678072973-6,698185557-7,534687160-8,052186852-1,595132166-2,83.0196,265,55.0595,9.502566,5532.638419
2023-01-03 06:34:12,2023-01-03 07:45:12,26,569561445-7,786798311-2,238685310-1,883461310-4,771984076-3,87.2325,381,75.0676,4.902158,6413.404122
2023-01-03 06:34:12,2023-01-03 07:45:12,27,563205625-2,679339610-2,030170450-3,036159033-4,729383146-3,25.9899,162,34.3101,9.339811,4538.636132
2023-01-03 06:34:12,2023-01-03 07:45:12,28,389025361-X,387430638-0,074866848-9,992743474-X,510979388-3,36.0703,348,17.6919,1.647574,4898.983946
2023-01-03 06:34:12,2023-01-03 07:45:12,29,638278767-1,175895073-0,570403061-0,748728989-3,364664214-9,81.1735,41,33.2121,3.222636,8761.141965
2023-01-03 06:34:12,2023-01-03 07:45:12,30,502756073-7,248032464-8,267622055-1,962976025-8,721035094-2,81.1327,488,54.0183,1.889431,4944.238434
2023-01-03 06:34:12,2023-01-03 07:45:12,31,972807305-4,507386097-7,106116855-7,150516724-8,736133676-0,71.8199,250,31.0662,6.006958,5648.504023
2023-01-03 06:34:12,2023-01-03 07:45:12,32,773310306-1,671308955-0,191573820-2,733054874-X,214774281-3,24.0804,257,93.4896,9.697179,5388.159062
2023-01-03 06:34:12,2023-01-03 07:45:12,33,796669886-6,860121481-9,821045977-5,671827590-5,922643390-9,66.8698,22,94.6744,2.545718,2387.429383
2023-01-03 06:34:12,2023-01-03 07:45:12,34,307899444-9,168289527-0,631601261-6,390479324-1,525840229-0,60.6241,52,11.0204,7.897503,6220.453323
2023-01-03 06:34:12,2023-01-03 07:45:12,35,502152120-9,543455440-X,835813024-4,462344634-4,110216039-3,19.4908,386,39.7297,1.676886,7599.834415
2023-01-03 06:34:12,2023-01-03 07:45:12,36,752106265-5,706189085-1,055613688-8,925651005-7,717001275-8,55.7232,108,88.1148,2.004065,5171.943765
2023-01-03 06:34:12,2023-01-03 07:45:12,37,872034733-2,389463758-7,226935155-X,903501053-1,109631307-3,38.2242,1,92.6029,1.791656,6334.230367
2023-01-03 06:34:12,2023-01-03 07:45:12,38,195332607-2,810818579-3,584757882-2,170016541-0,663117048-6,89.7493,105,35.2406,8.356998,6967.91046
2023-01-03 06:34:12,2023-01-03 07:45:12,39,952931339-X,905645863-9,385881842-9,673900314-9,874409183-4,62.9145,98,2.0901,1.058519,3645.99525
2023-01-03 06:34:12,2023-01-03 07:45:12,40,738926115-3,973050330-3,012549156-5,475800744-6,539414322-6,41.1853,222,52.1761,4.240391,1337.040586
2023-01-03 06:34:12,2023-01-03 07:45:12,41,697479408-8,824098118-6,842338754-2,740512030-X,994881964-0,17.9765,321,96.5715,7.983382,9865.098206
2023-01-03 06:34:12,2023-01-03 07:45:12,42,035665346-3,295016885-X,458669648-6,629393820-8,015390453-4,5.0013,204,36.8656,9.302212,5874.073785
2023-01-03 06:34:12,2023-01-03 07:45:12,43,160528837-3,848839494-2,708246557-2,685508992-5,712794800-3,29.5712,142,95.9406,7.518663,2595.795462
2023-01-03 06:34:12,2023-01-03 07:45:12,44,478639854-3,127347771-5,586251591-7,252503085-0,857621036-3,4.8771,79,89.6921,3.537204,1509.550363
2023-01-03 06:34:12,2023-01-03 07:45:12,45,240644004-4,239603249-6,354190072-5,061035671-2,197771766-7,49.5287,255,6.1946,6.169693,8542.417468
2023-01-03 06:34:12,2023-01-03 07:45:12,46,814388767-7,981364511-3,171885615-6,230890476-3,578028616-7,62.0848,489,16.7155,5.248662,9379.14843
2023-01-03 06:34:12,2023-01-03 07:45:12,47,567007377-0,178064564-3,461590629-3,266892149-X,346263088-1,37.5061,465,95.2212,6.792045,6972.476271
2023-01-03 06:34:12,2023-01-03 07:45:12,48,951221657-4,639567681-4,150259682-2,783412902-3,906877429-8,38.2652,131,75.9923,3.186868,8056.109931
2023-01-03 06:34:12,2023-01-03 07:45:12,49,084360731-9,719499982-X,679531021-3,191075288-6,872855709-3,10.1548,348,83.1182,8.91492,1591.083878
2023-01-03 06:34:12,2023-01-03 07:45:12,50,541502667-3,207576575-8,299005447-2,704441624-1,269676806-4,82.0729,181,29.148,4.411737,8825.504305
2023-01-03 06:34:12,2023-01-03 07:45:12,51,010696567-0,598660552-7,365099205-1,221067344-5,080190339-4,42.683,310,5.2293,4.604385,3726.726734
2023-01-03 06:34:12,2023-01-03 07:45:12,52,667242894-1,466817845-4,211965659-2,661550427-8,714675781-1,34.8208,329,21.8449,3.527808,9912.562615
2023-01-03 06:34:12,2023-01-03 07:45:12,53,479245909-5,144970520-0,480160464-1,680272800-1,814430035-1,27.2841,341,5.391,3.692647,7530.87728
2023-01-03 06:34:12,2023-01-03 07:45:12,54,246399020-1,334341132-9,683216979-5,665875477-2,074208549-X,80.3965,346,87.6514,7.107143,6141.894722
2023-01-03 06:34:12,2023-01-03 07:45:12,55,590770414-4,577121494-9,104403498-X,638585072-2,266463226-4,91.722,197,46.2318,9.21659,4919.351434
2023-01-03 06:34:12,2023-01-03 07:45:12,56,944474481-7,347529281-5,965699951-7,937470860-4,260858911-1,60.2997,41,5.8841,7.171607,7645.405525
2023-01-03 06:34:12,2023-01-03 07:45:12,57,939613962-9,114965306-X,760000957-9,162731832-1,739233376-3,40.6867,369,21.1227,9.411647,6091.573622
2023-01-03 06:34:12,2023-01-03 07:45:12,58,184240800-3,304155033-4,143719089-8,834521629-3,900101586-7,24.5633,21,94.3031,1.068556,7339.78417
2023-01-03 06:34:12,2023-01-03 07:45:12,59,096790171-5,763331075-8,595566752-0,989750188-6,729138705-1,10.9554,77,28.8627,6.511188,7408.582351
2023-01-03 06:34:12,2023-01-03 07:45:12,60,356851074-X,997835564-2,097714884-X,932387856-1,105671738-6,95.6095,431,18.5527,2.395798,7599.297133
2023-01-03 06:34:12,2023-01-03 07:45:12,61,207187291-6,404955445-3,204586871-0,652598543-9,440078411-8,2.1036,256,87.7822,1.780226,8675.620425
2023-01-03 06:34:12,2023-01-03 07:45:12,62,891723184-5,160092377-1,800938555-7,060201675-4,680162522-5,44.3467,122,75.6047,5.857767,3548.524971
2023-01-03 06:34:12,2023-01-03 07:45:12,63,561548834-4,338119660-X,716231581-X,556373545-1,441877772-5,97.5627,436,47.6325,9.080496,9933.734485
2023-01-03 06:34:12,2023-01-03 07:45:12,64,396689357-6,491114863-2,894814434-0,039307110-3,270066682-8,58.484,297,49.7641,3.378181,7609.999873
2023-01-03 06:34:12,2023-01-03 07:45:12,65,615819522-7,531712159-0,351367243-8,469656059-7,735424591-7,16.7827,218,84.9445,6.718144,8162.943135
2023-01-03 06:34:12,2023-01-03 07:45:12,66,715767025-9,845263799-3,435408241-1,906742624-5,990827932-7,58.026,475,21.5957,2.150447,7886.809137
2023-01-03 06:34:12,2023-01-03 07:45:12,67,867517867-0,921354648-3,791127507-6,388905515-X,685000840-4,81.263,201,63.7051,5.678535,5468.282674
2023-01-03 06:34:12,2023-01-03 07:45:12,68,521803951-9,179342090-4,280111250-X,525129897-8,686914168-1,34.4623,318,60.1359,2.234173,8701.792018
2023-01-03 06:34:12,2023-01-03 07:45:12,69,478566128-3,104426776-3,803832780-2,391749641-0,202047935-4,28.0375,419,15.1652,8.289595,6507.370032
2023-01-03 06:34:12,2023-01-03 07:45:12,70,327238303-4,526375412-4,420688402-1,708022776-3,853207721-8,60.476,289,44.2404,4.492324,5306.797604
2023-01-03 06:34:12,2023-01-03 07:45:12,71,837496803-6,677355895-6,640218363-6,924948099-7,916172855-1,69.5259,292,34.239,8.655376,3569.123046
2023-01-03 06:34:12,2023-01-03 07:45:12,72,270857567-8,651898357-4,977410489-7,838277419-9,213455103-8,83.3233,269,19.1862,1.912095,7112.856309
2023-01-03 06:34:12,2023-01-03 07:45:12,73,574459181-8,524374033-0,361914032-4,393683835-6,988601488-1,86.0771,80,40.3824,4.016261,7279.112842
2023-01-03 06:34:12,2023-01-03 07:45:12,74,015018174-4,279625073-3,022124192-2,985636725-5,553994193-4,67.4692,298,15.7545,9.407627,3540.694346
2023-01-03 06:34:12,2023-01-03 07:45:12,75,970270777-3,256579194-1,388028778-3,871311617-7,447820254-0,38.0496,103,19.4285,2.204582,1912.74633
2023-01-03 06:34:12,2023-01-03 07:45:12,76,600886028-4,365974770-X,299620467-0,696835592-2,664974023-3,11.2869,389,82.5176,7.671479,2097.96182
2023-01-03 06:34:12,2023-01-03 07:45:12,77,218064032-3,104472462-5,389371971-7,234337842-8,068334426-9,97.9496,64,40.0967,4.520563,9408.977612
2023-01-03 06:34:12,2023-01-03 07:45:12,78,189082243-4,181518762-X,352131878-8,523408065-X,480909882-6,35.4627,63,3.5508,5.502868,5954.677799
2023-01-03 06:34:12,2023-01-03 07:45:12,79,749060461-3,928091602-5,751735954-1,441777303-3,226880097-0,38.2633,167,37.017,8.073151,2434.131514
2023-01-03 06:34:12,2023-01-03 07:45:12,80,804698239-3,632704048-9,323733944-X,896645846-7,721272722-9,37.6325,492,57.2388,7.859889,6173.413056
2023-01-03 06:34:12,2023-01-03 07:45:12,81,836546801-8,088710265-4,919527886-9,902177820-3,124037881-5,53.1873,23,89.061,6.23665,2157.350491
2023-01-03 06:34:12,2023-01-03 07:45:12,82,654650516-9,117888448-1,018691281-1,022937487-5,096818802-8,33.8412,116,44.3752,4.718105,9366.657359
2023-01-03 06:34:12,2023-01-03 07:45:12,83,686015496-9,880734921-3,824571443-7,852559700-7,385603999-6,93.2863,198,5.8751,4.746242,7485.736773
2023-01-03 06:34:12,2023-01-03 07:45:12,84,866269350-4,912904574-6,448201482-6,424397554-X,692936840-7,37.326,29,81.6333,1.908464,8952.380994
2023-01-03 06:34:12,2023-01-03 07:45:12,85,560485311-9,702000851-8,476661804-1,495054114-5,798861782-6,5.9124,201,64.5544,6.960499,1863.924905
2023-01-03 06:34:12,2023-01-03 07:45:12,86,724263922-0,851334231-9,434381692-3,255303278-1,886656967-4,50.8568,41,21.3191,5.320895,5639.057482
2023-01-03 06:34:12,2023-01-03 07:45:12,87,979263646-3,008218659-6,188942372-6,081086784-2,823302397-3,7.7728,10,75.3308,2.574044,9492.798901
2023-01-03 06:34:12,2023-01-03 07:45:12,88,886077769-0,196093213-6,293020681-0,460105574-1,194911201-2,35.638,207,24.0028,2.322853,7094.667348
2023-01-03 06:34:12,2023-01-03 07:45:12,89,745270834-2,505040370-7,254843266-1,342581220-3,754049952-4,73.104,210,3.7921,2.299706,3140.525476
2023-01-03 06:34:12,2023-01-03 07:45:12,90,521025312-0,399106467-7,683793477-5,122212807-1,007902363-0,75.3211,10,14.0478,5.263235,6732.0004
2023-01-03 06:34:12,2023-01-03 07:45:12,91,727342628-8,579570925-5,763373933-9,761461431-3,253835284-3,89.5201,28,9.7818,7.210405,1965.566101
2023-01-03 06:34:12,2023-01-03 07:45:12,92,827301976-4,066461190-7,239136745-7,051549035-0,494778865-8,13.402,488,98.6564,7.094781,3907.55445
2023-01-03 06:34:12,2023-01-03 07:45:12,93,095322295-0,541595117-2,024069125-3,972201908-2,916343354-0,23.7305,465,63.8151,6.635659,2649.113256
2023-01-03 06:34:12,2023-01-03 07:45:12,94,858640898-0,526087822-1,001911069-3,959612345-9,230133670-0,61.4682,421,76.6039,3.100677,1288.205198
2023-01-03 06:34:12,2023-01-03 07:45:12,95,832953860-5,519775187-8,750031953-3,898575988-4,938746063-0,5.2621,246,36.7053,9.127023,3878.193886
2023-01-03 06:34:12,2023-01-03 07:45:12,96,413664251-2,384219438-2,822432182-7,920190686-2,378786501-2,12.8688,28,47.8119,6.975419,8817.965186
2023-01-03 06:34:12,2023-01-03 07:45:12,97,684536022-7,367950505-1,129157183-3,509620856-7,863342892-X,29.7747,147,49.6794,7.922964,8806.6194
2023-01-03 06:34:12,2023-01-03 07:45:12,98,282379348-8,662724402-0,376575911-2,888634527-5,672589872-6,59.5538,14,82.6003,9.705291,9703.906145
2023-01-03 06:34:12,2023-01-03 07:45:12,99,473869320-4,376830388-8,235996078-4,456313913-0,260105463-8,95.5721,311,43.2125,1.219528,3407.364302
2023-01-03 06:34:12,2023-01-03 07:45:12,100,325463064-5,519327352-1,700057806-8,141641142-9,249135586-8,81.4287,134,36.3806,6.020723,8193.738242
2023-01-01 04:34:12,2023-01-03 05:54:12,13,656684944-0,267161185-4,036389464-0,023012256-6,989988643-2,73.104,210,3.7921,2.299706,3140.525476
2023-01-01 04:34:12,2023-01-03 05:54:12,14,916808029-8,541573420-1,490868809-5,459653574-4,346820671-2,75.3211,10,14.0478,5.263235,6732.0004
2023-01-01 04:34:12,2023-01-03 05:54:12,15,721892672-X,353411949-5,908670277-5,735153023-8,135645316-3,50.8568,41,21.3191,5.320895,5639.057482
2023-01-01 04:34:12,2023-01-03 05:54:12,16,097025582-9,798784615-5,435773837-7,021318779-5,385314528-0,38.0496,103,19.4285,2.204582,1912.74633
2023-01-01 04:34:12,2023-01-03 05:54:12,17,927074177-X,705739309-1,332464644-8,441981581-7,793578686-0,11.2869,389,82.5176,7.671479,2097.96182
2023-01-01 04:34:12,2023-01-03 05:54:12,18,456255452-5,872501246-0,596283551-4,274069687-6,419241204-7,97.9496,64,40.0967,4.520563,9408.977612
2023-01-01 04:34:12,2023-01-03 05:54:12,19,633899609-0,263945253-3,542241035-1,104710232-3,019457387-7,35.4627,63,3.5508,5.502868,5954.677799
2023-01-01 04:34:12,2023-01-03 05:54:12,20,615029676-8,765399861-5,993976921-0,718586432-1,989375958-7,38.2633,167,37.017,8.073151,2434.131514
2023-01-01 04:34:12,2023-01-03 05:54:12,21,478449542-8,429997551-0,196553884-3,132391153-7,422310089-0,37.6325,492,57.2388,7.859889,6173.413056
