transacted,created,id,code_1,code_2,code_3,code_4,code_5,amount,qauntity,price,tax,value
2023-01-09 07:38:39,2023-01-09 08:23:58,1,135480491-0,586056104-0,326569623-5,452367994-0,639978962-1,37.7871,8,33.5454,5.636191,6336.695776
2023-01-09 07:38:39,2023-01-09 08:23:58,2,378888408-8,137262243-8,378719143-7,417119447-4,951276514-4,83.0727,21,58.6426,1.523878,3290.212818
2023-01-09 07:38:39,2023-01-09 08:23:58,3,599291601-6,736137012-8,074367113-9,039370545-5,988883666-8,23.7055,474,23.322,1.185508,2023.843989
2023-01-09 07:38:39,2023-01-09 08:23:58,4,202189729-X,010027296-7,933254101-9,235268666-0,217694898-X,75.5415,371,29.4326,5.451939,6419.799419
2023-01-09 07:38:39,2023-01-09 08:23:58,5,821061087-2,511272210-X,250094053-5,966210601-4,961304216-4,63.5959,36,44.2842,8.421039,4501.867287
2023-01-09 07:38:39,2023-01-09 08:23:58,6,651407533-9,288733894-3,310722242-9,357819301-1,336573790-1,86.7582,267,61.7868,7.075383,6292.972602
2023-01-09 07:38:39,2023-01-09 08:23:58,7,386700948-1,282650949-7,723454921-8,979296406-1,589962347-0,20.3049,300,40.6735,7.594973,2699.298337
2023-01-09 07:38:39,2023-01-09 08:23:58,8,020474212-9,892468386-1,756643413-6,115028920-1,131338047-4,64.3377,440,18.6585,3.888791,1738.727874
2023-01-09 07:38:39,2023-01-09 08:23:58,9,924355807-2,004306375-6,986362356-3,850193522-0,856232820-0,64.412,170,84.4559,3.300659,4024.751877
2023-01-09 07:38:39,2023-01-09 08:23:58,10,782620782-7,049461932-5,954742887-X,895858235-9,257541883-6,15.7947,244,27.9944,2.758756,9674.578596
2023-01-09 07:38:39,2023-01-09 08:23:58,11,051065735-4,407480615-0,675814049-0,432953138-0,947153054-7,50.9905,68,42.1372,7.732086,6387.238151
2023-01-09 07:38:39,2023-01-09 08:23:58,12,294471193-8,260725788-3,759385612-7,581717481-2,018562184-8,79.7755,353,22.6993,1.489978,6214.866154
2023-01-09 07:38:39,2023-01-09 08:23:58,13,883597224-8,891581243-3,973914005-X,918965605-9,550239751-3,49.1021,12,37.8791,9.726139,4830.862443
2023-01-09 07:38:39,2023-01-09 08:23:58,14,583852648-3,660945886-3,584858670-5,456627902-2,818732937-8,98.719,434,59.1272,9.205346,9885.276238
2023-01-09 07:38:39,2023-01-09 08:23:58,15,059590123-9,542083355-7,601937400-9,408227972-5,791628766-8,94.0865,89,3.2657,3.516024,3032.792597
2023-01-09 07:38:39,2023-01-09 08:23:58,16,518894248-8,739491670-7,049070431-X,164073077-X,228365119-0,61.73,71,74.2788,9.139359,7327.095505
2023-01-09 07:38:39,2023-01-09 08:23:58,17,111031687-9,284073115-0,299097182-3,999810725-3,736516613-4,58.8653,14,46.9964,2.530826,1970.745039
2023-01-09 07:38:39,2023-01-09 08:23:58,18,546726746-9,731567132-3,140959141-7,367153593-8,192980475-X,99.1698,104,62.9474,4.156279,7566.295895
2023-01-09 07:38:39,2023-01-09 08:23:58,19,365101291-3,108785801-1,036152931-7,050425570-3,668931398-0,99.008,332,54.1932,9.332535,8180.663316
2023-01-09 07:38:39,2023-01-09 08:23:58,20,366332133-9,693850653-1,948771483-9,556447379-5,604961010-X,77.991,84,7.4003,6.35634,3827.95263
2023-01-09 07:38:39,2023-01-09 08:23:58,21,567082366-4,151863713-2,498488476-2,480558490-4,502802258-5,10.0276,193,71.9533,3.636987,1617.388484
2023-01-09 07:38:39,2023-01-09 08:23:58,22,923293817-0,991216808-9,695525908-3,034239476-2,231246108-0,43.9981,437,90.944,2.98725,7078.721086
2023-01-09 07:38:39,2023-01-09 08:23:58,23,993276236-9,830935749-4,656832303-9,183564536-4,459011839-4,69.178,219,21.9553,4.293985,9749.923782
2023-01-09 07:38:39,2023-01-09 08:23:58,24,869551388-2,466827844-0,901693021-3,661837839-7,948985764-5,67.273,294,83.9634,2.191115,3645.318612
2023-01-09 07:38:39,2023-01-09 08:23:58,25,931829224-4,824570985-9,596868612-X,007518294-7,230541167-7,50.4507,152,56.1866,8.845538,8435.569439
2023-01-09 07:38:39,2023-01-09 08:23:58,26,210497490-9,738117486-3,079985319-4,331291808-1,147612125-7,86.9576,477,54.8599,1.632291,6331.468578
2023-01-09 07:38:39,2023-01-09 08:23:58,27,203538484-2,267857758-9,431023072-5,367706397-3,652670262-7,19.5169,403,10.0194,5.541153,4261.450994
2023-01-09 07:38:39,2023-01-09 08:23:58,28,850021121-0,254343630-8,960279702-9,271106451-4,925890427-3,97.1201,314,87.1794,1.215485,6468.74314
2023-01-09 07:38:39,2023-01-09 08:23:58,29,934508485-1,809089697-9,104128932-4,169612969-9,504660955-X,81.6586,217,3.4978,2.710582,2221.405681
2023-01-09 07:38:39,2023-01-09 08:23:58,30,656239752-9,227709608-3,351337413-5,221412238-9,218348682-1,55.254,107,32.1951,9.888674,6279.18801
2023-01-09 07:38:39,2023-01-09 08:23:58,31,304034188-X,832481000-5,629311582-1,351814241-0,515643118-6,59.1099,98,26.4095,5.747159,9084.773738
2023-01-09 07:38:39,2023-01-09 08:23:58,32,864588364-3,451486249-5,905367310-5,079149337-7,077040309-3,83.7208,17,57.836,5.533887,6266.026789
2023-01-09 07:38:39,2023-01-09 08:23:58,33,799669646-2,333493946-4,943904676-7,714712630-0,131503307-0,24.9975,242,98.3955,7.959187,6344.92168
2023-01-09 07:38:39,2023-01-09 08:23:58,34,617157213-6,077221434-4,899306558-6,548524983-3,283356478-3,75.7901,411,5.6436,4.058442,5334.127695
2023-01-09 07:38:39,2023-01-09 08:23:58,35,333442375-1,344523378-0,123108747-1,663827526-7,547422945-3,83.3377,141,39.3039,5.394749,4972.070821
2023-01-09 07:38:39,2023-01-09 08:23:58,36,333333040-7,859524602-5,040257064-2,538926312-X,145006903-7,66.144,499,85.1873,3.849962,8298.679016
