transacted,created,id,code_1,code_2,code_3,code_4,code_5,amount,qauntity,price,tax,value
2023-01-07 06:13:54,2023-01-07 08:34:12,1,909685787-9,245147498-X,505231414-0,897989281-0,100679444-1,54.4016,116,96.8368,4.308563,5568.117156
2023-01-07 06:13:54,2023-01-07 08:34:12,2,312509919-6,034208247-7,413824482-4,725520067-2,947896878-5,11.6329,461,22.5397,7.118255,5237.929677
2023-01-07 06:13:54,2023-01-07 08:34:12,3,191561407-4,178137047-8,072773453-9,088047291-X,655058436-1,8.0598,227,8.6882,1.815352,2599.429707
2023-01-07 06:13:54,2023-01-07 08:34:12,4,723328121-1,613346910-2,172739014-8,472668752-2,093646138-1,95.168,255,78.6734,2.842169,6372.914259
2023-01-07 06:13:54,2023-01-07 08:34:12,5,649911129-5,074341332-6,749286302-0,358090939-8,593652415-9,62.2014,176,45.3557,9.74669,3295.35854
2023-01-07 06:13:54,2023-01-07 08:34:12,6,999994532-5,355275298-6,654525891-5,118980304-6,432756212-2,80.3384,441,41.6792,3.852609,2414.394867
2023-01-07 06:13:54,2023-01-07 08:34:12,7,892048456-2,768403172-4,789973089-9,048864101-2,026173493-8,55.8153,238,89.0678,7.013564,3277.276897
2023-01-07 06:13:54,2023-01-07 08:34:12,8,984054648-1,430276897-5,047202256-3,700198697-6,455160798-3,50.0561,79,58.6852,5.149223,7509.98379
2023-01-07 06:13:54,2023-01-07 08:34:12,9,943150662-9,056111444-7,335842123-6,088396851-7,473547325-4,19.1943,357,23.6266,8.700741,5976.913009
2023-01-07 06:13:54,2023-01-07 08:34:12,10,860240728-9,432006415-1,143092669-4,107214567-7,813717826-0,74.0396,407,21.3156,8.290287,2437.950097
2023-01-07 06:13:54,2023-01-07 08:34:12,11,350357117-5,365987672-0,425619613-7,067292038-7,972500112-5,38.0523,392,27.7129,6.269688,8597.505071
2023-01-07 06:13:54,2023-01-07 08:34:12,12,157047287-4,562309632-8,938998859-4,035000330-0,480619311-9,75.5348,307,63.1159,8.957255,6137.636343
2023-01-07 06:13:54,2023-01-07 08:34:12,13,960090479-0,479869752-4,309085818-5,048074493-9,391658410-3,36.0999,157,3.3088,7.983018,6211.537618
2023-01-07 06:13:54,2023-01-07 08:34:12,14,944400503-8,497118656-5,248528823-2,147538858-6,799320995-1,41.8464,300,35.4218,9.165401,7052.167798
2023-01-07 06:13:54,2023-01-07 08:34:12,15,186541012-8,390588265-5,539231154-7,197457609-4,591024489-2,11.9134,182,97.0928,9.002126,1448.578039
2023-01-07 06:13:54,2023-01-07 08:34:12,16,364717452-1,926616518-2,655388589-3,643100494-9,833772770-5,63.2434,156,62.7338,4.78504,5222.748413
2023-01-07 06:13:54,2023-01-07 08:34:12,17,411195495-2,230260806-2,662635622-4,457190617-X,104636499-5,21.208,178,47.2866,8.124395,8851.475489
2023-01-07 06:13:54,2023-01-07 08:34:12,18,860440444-9,359401476-2,954022597-3,068625119-9,433496208-4,30.827,464,7.9521,5.714403,6290.263578
2023-01-07 06:13:54,2023-01-07 08:34:12,19,412016510-8,790763822-4,269494938-X,895355805-0,030023245-4,1.1182,417,41.7103,6.144678,3163.712756
2023-01-07 06:13:54,2023-01-07 08:34:12,20,955332467-3,421164714-8,256725464-1,223819319-7,956556901-3,64.6934,17,72.2698,5.505141,3827.720522
2023-01-07 06:13:54,2023-01-07 08:34:12,21,278161784-9,915061160-7,732132987-9,349995823-6,613292668-2,58.3716,385,30.1614,6.347721,3753.596019
2023-01-07 06:13:54,2023-01-07 08:34:12,22,351087092-1,406769771-6,321137706-9,845439441-9,612714166-4,18.9032,241,49.0531,9.891927,5218.537285
2023-01-07 06:13:54,2023-01-07 08:34:12,23,934968377-6,888486374-0,020527675-X,869480997-4,932416004-4,33.0465,486,62.643,9.122939,2173.161823
2023-01-07 06:13:54,2023-01-07 08:34:12,24,772241079-0,608673548-4,000731122-2,604099144-5,164014483-8,82.6673,70,90.2818,9.091981,7615.676882
2023-01-07 06:13:54,2023-01-07 08:34:12,25,065229719-6,695032508-8,508077098-8,099995298-6,419813321-2,77.6624,57,16.8133,5.286435,3472.448848
2023-01-07 06:13:54,2023-01-07 08:34:12,26,871939283-4,324059533-8,294733157-5,216419757-7,195856258-0,74.6344,2,76.8449,7.166883,8279.043337
2023-01-07 06:13:54,2023-01-07 08:34:12,27,991128871-4,978870962-1,165193706-0,428014562-8,675923922-9,54.4213,199,81.5555,5.57923,3151.405388
2023-01-07 06:13:54,2023-01-07 08:34:12,28,723690016-8,643590039-6,844713606-X,275694371-1,990260535-4,48.693,429,46.2773,3.067297,7384.815953
2023-01-07 06:13:54,2023-01-07 08:34:12,29,779604664-2,665955862-4,791608704-9,988090472-9,747276080-3,40.9713,92,76.9061,9.586004,4639.702591
