transacted,created,id,code_1,code_2,code_3,code_4,code_5,amount,qauntity,price,tax,value
2023-01-06 08:34:52,2023-01-08 08:01:34,1,653498514-4,562797439-7,070490396-2,373348884-9,723605501-8,91.4555,196,69.3974,1.831037,2950.006528
2023-01-06 08:34:52,2023-01-08 08:01:34,2,561228882-4,382828404-3,330564456-7,691101032-2,610311460-8,90.2606,233,76.8056,6.412792,6934.689571
2023-01-06 08:34:52,2023-01-08 08:01:34,3,831661395-6,056847375-2,961460636-3,727539977-6,361788124-6,49.5773,186,45.407,5.226064,4182.278996
2023-01-06 08:34:52,2023-01-08 08:01:34,4,119425753-4,146857286-5,015871503-9,295183458-6,087670956-0,51.4401,342,94.148,5.173506,9079.512143
2023-01-06 08:34:52,2023-01-08 08:01:34,5,677449817-5,805022898-3,851500901-3,623774882-2,134706144-4,85.9595,488,64.1996,2.886231,6873.636544
2023-01-06 08:34:52,2023-01-08 08:01:34,6,082766517-2,260815080-2,195801492-3,281513649-X,174669373-8,3.0865,391,11.9395,2.562826,4646.486634
2023-01-06 08:34:52,2023-01-08 08:01:34,7,107151217-X,066421026-0,847277738-3,770569980-X,940128711-2,41.3116,92,44.1635,5.70648,8761.922429
2023-01-06 08:34:52,2023-01-08 08:01:34,8,276958165-1,255530342-1,301975427-5,413122616-2,868340179-0,33.9288,67,44.4734,9.084999,6449.895387
2023-01-06 08:34:52,2023-01-08 08:01:34,9,916161049-6,533683653-2,969734326-8,201337728-2,282945380-8,41.292,449,94.8456,7.550836,3264.285548
2023-01-06 08:34:52,2023-01-08 08:01:34,10,512463317-4,015717427-1,590699166-2,480712508-7,145319787-7,68.4476,160,55.1977,1.029782,3050.386892
2023-01-06 08:34:52,2023-01-08 08:01:34,11,312010914-2,580175234-X,428764593-6,113684698-0,917042649-X,43.9356,424,12.9972,2.021981,9567.537376
2023-01-06 08:34:52,2023-01-08 08:01:34,12,947376905-9,005277109-1,424463523-8,461157949-2,718098124-9,93.5548,323,89.0782,2.136862,1724.281292
2023-01-06 08:34:52,2023-01-08 08:01:34,13,983897449-8,445699135-6,620030618-4,269117148-5,648241249-1,14.2391,121,17.8173,6.43783,2046.094418
2023-01-06 08:34:52,2023-01-08 08:01:34,14,810172854-6,700150887-X,904341786-6,331617999-2,527695846-7,61.4992,475,89.0731,2.682803,5616.44719
2023-01-06 08:34:52,2023-01-08 08:01:34,15,901767809-7,470885152-9,689891965-2,471889319-4,902479174-X,34.8235,374,90.8324,7.394691,2912.293364
2023-01-06 08:34:52,2023-01-08 08:01:34,16,690710133-5,780015734-2,573776973-9,776358426-2,143903270-X,9.0174,341,93.8134,3.897496,4394.126218
